"aboutChannelInfo/channelAvatarUrl","aboutChannelInfo/channelBannerUrl","aboutChannelInfo/channelDescription","aboutChannelInfo/channelDescriptionLinks/0/text","aboutChannelInfo/channelDescriptionLinks/0/url","aboutChannelInfo/channelDescriptionLinks/1/text","aboutChannelInfo/channelDescriptionLinks/1/url","aboutChannelInfo/channelDescriptionLinks/2/text","aboutChannelInfo/channelDescriptionLinks/2/url","aboutChannelInfo/channelDescriptionLinks/3/text","aboutChannelInfo/channelDescriptionLinks/3/url","aboutChannelInfo/channelDescriptionLinks/4/text","aboutChannelInfo/channelDescriptionLinks/4/url","aboutChannelInfo/channelDescriptionLinks/5/text","aboutChannelInfo/channelDescriptionLinks/5/url","aboutChannelInfo/channelDescriptionLinks/6/text","aboutChannelInfo/channelDescriptionLinks/6/url","aboutChannelInfo/channelDescriptionLinks/7/text","aboutChannelInfo/channelDescriptionLinks/7/url","aboutChannelInfo/channelId","aboutChannelInfo/channelJoinedDate","aboutChannelInfo/channelLocation","aboutChannelInfo/channelName","aboutChannelInfo/channelTotalVideos","aboutChannelInfo/channelTotalViews","aboutChannelInfo/channelUrl","aboutChannelInfo/channelUsername","aboutChannelInfo/inputChannelUrl","aboutChannelInfo/isAgeRestricted","aboutChannelInfo/isChannelVerified","aboutChannelInfo/numberOfSubscribers","channelAvatarUrl","channelBannerUrl","channelDescription","channelDescriptionLinks/0/text","channelDescriptionLinks/0/url","channelDescriptionLinks/1/text","channelDescriptionLinks/1/url","channelDescriptionLinks/2/text","channelDescriptionLinks/2/url","channelDescriptionLinks/3/text","channelDescriptionLinks/3/url","channelDescriptionLinks/4/text","channelDescriptionLinks/4/url","channelDescriptionLinks/5/text","channelDescriptionLinks/5/url","channelDescriptionLinks/6/text","channelDescriptionLinks/6/url","channelDescriptionLinks/7/text","channelDescriptionLinks/7/url","channelId","channelJoinedDate","channelLocation","channelName","channelTotalVideos","channelTotalViews","channelUrl","channelUsername","comments","commentsCount","date","descriptionLinks","duration","formats","fromChannelListPage","fromYTUrl","id","input","inputChannelUrl","isAgeRestricted","isChannelVerified","isMonetized","likes","numberOfSubscribers","order","progressKey/label","progressKey/url","standardizedUrl","subtitles","text","thumbnailUrl","title","type","url","viewCount"
"https://yt3.googleusercontent.com/ytc/AIdro_mzjFltt5MnGiS-V_PaTNVVdJY5ToM7LOnAM-lvFskDNeU=s160-c-k-c0x00ffffff-no-rj","https://yt3.googleusercontent.com/npjz8bry1rULXxsDoVa3VazRYPv5jHDHFlQCi8yc68BW8LAKYvCdyVDwzBiYKG1Vq95NsOqf=w2560-fcrop64=1,00005a57ffffa5a8-k-c0xffffffff-no-nd-rj","Cruelty free beauty! Subscribe for new videos every week!

For business inquiries: kelly@sparktalentgroup.com","Instagram","https://www.instagram.com/_kellygooch","My Merch!","https://teespring.com/stores/kelly-gooch-merch",,,,,,,,,,,,,"UCtaVEzJD90lyxwumMzwOQzQ","Mar 29, 2012","United States","Kelly Gooch","1451","54609508","https://www.youtube.com/channel/UCtaVEzJD90lyxwumMzwOQzQ","KellyGooch","https://www.youtube.com/@KellyGooch","false","false","170000","https://yt3.googleusercontent.com/ytc/AIdro_mzjFltt5MnGiS-V_PaTNVVdJY5ToM7LOnAM-lvFskDNeU=s160-c-k-c0x00ffffff-no-rj","https://yt3.googleusercontent.com/npjz8bry1rULXxsDoVa3VazRYPv5jHDHFlQCi8yc68BW8LAKYvCdyVDwzBiYKG1Vq95NsOqf=w2560-fcrop64=1,00005a57ffffa5a8-k-c0xffffffff-no-nd-rj","Cruelty free beauty! Subscribe for new videos every week!

For business inquiries: kelly@sparktalentgroup.com","Instagram","https://www.instagram.com/_kellygooch","My Merch!","https://teespring.com/stores/kelly-gooch-merch",,,,,,,,,,,,,"UCtaVEzJD90lyxwumMzwOQzQ","Mar 29, 2012","United States","Kelly Gooch","1451","54609508","https://www.youtube.com/channel/UCtaVEzJD90lyxwumMzwOQzQ","KellyGooch",,"18","2024-06-10T16:34:54.000Z",,"00:00:08",,"shorts","https://www.youtube.com/@KellyGooch/shorts","YZlLGNUFFyc","https://www.youtube.com/@KellyGooch","https://www.youtube.com/@KellyGooch","false","false",,"738","170000","28","CHANNEL_SHORTS","https://www.youtube.com/@KellyGooch/about?ucbcb=1","https://www.youtube.com/@KellyGooch/about",,,"https://i.ytimg.com/vi/YZlLGNUFFyc/oar2.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLDFLwnsR2M_SIrwq0bCw4eo-lqiBA","LIP LINER HACK👄","shorts","https://www.youtube.com/shorts/YZlLGNUFFyc","15902"
"https://yt3.googleusercontent.com/ytc/AIdro_mzjFltt5MnGiS-V_PaTNVVdJY5ToM7LOnAM-lvFskDNeU=s160-c-k-c0x00ffffff-no-rj","https://yt3.googleusercontent.com/npjz8bry1rULXxsDoVa3VazRYPv5jHDHFlQCi8yc68BW8LAKYvCdyVDwzBiYKG1Vq95NsOqf=w2560-fcrop64=1,00005a57ffffa5a8-k-c0xffffffff-no-nd-rj","Cruelty free beauty! Subscribe for new videos every week!

For business inquiries: kelly@sparktalentgroup.com","Instagram","https://www.instagram.com/_kellygooch","My Merch!","https://teespring.com/stores/kelly-gooch-merch",,,,,,,,,,,,,"UCtaVEzJD90lyxwumMzwOQzQ","Mar 29, 2012","United States","Kelly Gooch","1451","54609508","https://www.youtube.com/channel/UCtaVEzJD90lyxwumMzwOQzQ","KellyGooch","https://www.youtube.com/@KellyGooch","false","false","170000","https://yt3.googleusercontent.com/ytc/AIdro_mzjFltt5MnGiS-V_PaTNVVdJY5ToM7LOnAM-lvFskDNeU=s160-c-k-c0x00ffffff-no-rj","https://yt3.googleusercontent.com/npjz8bry1rULXxsDoVa3VazRYPv5jHDHFlQCi8yc68BW8LAKYvCdyVDwzBiYKG1Vq95NsOqf=w2560-fcrop64=1,00005a57ffffa5a8-k-c0xffffffff-no-nd-rj","Cruelty free beauty! Subscribe for new videos every week!

For business inquiries: kelly@sparktalentgroup.com","Instagram","https://www.instagram.com/_kellygooch","My Merch!","https://teespring.com/stores/kelly-gooch-merch",,,,,,,,,,,,,"UCtaVEzJD90lyxwumMzwOQzQ","Mar 29, 2012","United States","Kelly Gooch","1451","54609508","https://www.youtube.com/channel/UCtaVEzJD90lyxwumMzwOQzQ","KellyGooch",,"195","2024-05-13T19:50:58.000Z",,"00:00:06",,"shorts","https://www.youtube.com/@KellyGooch/shorts","55MdZLUauQU","https://www.youtube.com/@KellyGooch","https://www.youtube.com/@KellyGooch","false","false",,"11000","170000","30","CHANNEL_SHORTS","https://www.youtube.com/@KellyGooch/about?ucbcb=1","https://www.youtube.com/@KellyGooch/about",,,"https://i.ytimg.com/vi/55MdZLUauQU/oardefault.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLCWDF8wn6_Fyh8VxCE37KRqqTVe6Q","Tubing mascara EVERY time","shorts","https://www.youtube.com/shorts/55MdZLUauQU","384433"
"https://yt3.googleusercontent.com/ytc/AIdro_mzjFltt5MnGiS-V_PaTNVVdJY5ToM7LOnAM-lvFskDNeU=s160-c-k-c0x00ffffff-no-rj","https://yt3.googleusercontent.com/npjz8bry1rULXxsDoVa3VazRYPv5jHDHFlQCi8yc68BW8LAKYvCdyVDwzBiYKG1Vq95NsOqf=w2560-fcrop64=1,00005a57ffffa5a8-k-c0xffffffff-no-nd-rj","Cruelty free beauty! Subscribe for new videos every week!

For business inquiries: kelly@sparktalentgroup.com","Instagram","https://www.instagram.com/_kellygooch","My Merch!","https://teespring.com/stores/kelly-gooch-merch",,,,,,,,,,,,,"UCtaVEzJD90lyxwumMzwOQzQ","Mar 29, 2012","United States","Kelly Gooch","1451","54609508","https://www.youtube.com/channel/UCtaVEzJD90lyxwumMzwOQzQ","KellyGooch","https://www.youtube.com/@KellyGooch","false","false","170000","https://yt3.googleusercontent.com/ytc/AIdro_mzjFltt5MnGiS-V_PaTNVVdJY5ToM7LOnAM-lvFskDNeU=s160-c-k-c0x00ffffff-no-rj","https://yt3.googleusercontent.com/npjz8bry1rULXxsDoVa3VazRYPv5jHDHFlQCi8yc68BW8LAKYvCdyVDwzBiYKG1Vq95NsOqf=w2560-fcrop64=1,00005a57ffffa5a8-k-c0xffffffff-no-nd-rj","Cruelty free beauty! Subscribe for new videos every week!

For business inquiries: kelly@sparktalentgroup.com","Instagram","https://www.instagram.com/_kellygooch","My Merch!","https://teespring.com/stores/kelly-gooch-merch",,,,,,,,,,,,,"UCtaVEzJD90lyxwumMzwOQzQ","Mar 29, 2012","United States","Kelly Gooch","1451","54609508","https://www.youtube.com/channel/UCtaVEzJD90lyxwumMzwOQzQ","KellyGooch",,"265","2024-05-07T17:13:11.000Z",,"00:00:15",,"shorts","https://www.youtube.com/@KellyGooch/shorts","5plbnyeQ-hI","https://www.youtube.com/@KellyGooch","https://www.youtube.com/@KellyGooch","false","false",,"52000","170000","31","CHANNEL_SHORTS","https://www.youtube.com/@KellyGooch/about?ucbcb=1","https://www.youtube.com/@KellyGooch/about",,,"https://i.ytimg.com/vi/5plbnyeQ-hI/oardefault.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLBUrqEnlk2CmttdbQo1vDI8_aZdQQ","VIRAL BLUSH HACK","shorts","https://www.youtube.com/shorts/5plbnyeQ-hI","1306227"
"https://yt3.googleusercontent.com/ytc/AIdro_mzjFltt5MnGiS-V_PaTNVVdJY5ToM7LOnAM-lvFskDNeU=s160-c-k-c0x00ffffff-no-rj","https://yt3.googleusercontent.com/npjz8bry1rULXxsDoVa3VazRYPv5jHDHFlQCi8yc68BW8LAKYvCdyVDwzBiYKG1Vq95NsOqf=w2560-fcrop64=1,00005a57ffffa5a8-k-c0xffffffff-no-nd-rj","Cruelty free beauty! Subscribe for new videos every week!

For business inquiries: kelly@sparktalentgroup.com","Instagram","https://www.instagram.com/_kellygooch","My Merch!","https://teespring.com/stores/kelly-gooch-merch",,,,,,,,,,,,,"UCtaVEzJD90lyxwumMzwOQzQ","Mar 29, 2012","United States","Kelly Gooch","1451","54609508","https://www.youtube.com/channel/UCtaVEzJD90lyxwumMzwOQzQ","KellyGooch","https://www.youtube.com/@KellyGooch","false","false","170000","https://yt3.googleusercontent.com/ytc/AIdro_mzjFltt5MnGiS-V_PaTNVVdJY5ToM7LOnAM-lvFskDNeU=s160-c-k-c0x00ffffff-no-rj","https://yt3.googleusercontent.com/npjz8bry1rULXxsDoVa3VazRYPv5jHDHFlQCi8yc68BW8LAKYvCdyVDwzBiYKG1Vq95NsOqf=w2560-fcrop64=1,00005a57ffffa5a8-k-c0xffffffff-no-nd-rj","Cruelty free beauty! Subscribe for new videos every week!

For business inquiries: kelly@sparktalentgroup.com","Instagram","https://www.instagram.com/_kellygooch","My Merch!","https://teespring.com/stores/kelly-gooch-merch",,,,,,,,,,,,,"UCtaVEzJD90lyxwumMzwOQzQ","Mar 29, 2012","United States","Kelly Gooch","1451","54609508","https://www.youtube.com/channel/UCtaVEzJD90lyxwumMzwOQzQ","KellyGooch",,"10","2024-07-01T20:44:38.000Z",,"00:00:22",,"shorts","https://www.youtube.com/@KellyGooch/shorts","l2WJSb6C-Bw","https://www.youtube.com/@KellyGooch","https://www.youtube.com/@KellyGooch","false","false",,"652","170000","26","CHANNEL_SHORTS","https://www.youtube.com/@KellyGooch/about?ucbcb=1","https://www.youtube.com/@KellyGooch/about",,"Shop the @bkbeauty sale here: https://www.bkbeauty.com/ from 7/3-7/8 and use code YT20 for 20% off all eligible brushes and brush sets! #bkbeautypartner #sponsored","https://i.ytimg.com/vi/l2WJSb6C-Bw/oar2.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLDdHetSpdDAh8JSEISUTybyXpzPXw","The internet's favorite concealer brush","shorts","https://www.youtube.com/shorts/l2WJSb6C-Bw","15442"
"https://yt3.googleusercontent.com/ytc/AIdro_mzjFltt5MnGiS-V_PaTNVVdJY5ToM7LOnAM-lvFskDNeU=s160-c-k-c0x00ffffff-no-rj","https://yt3.googleusercontent.com/npjz8bry1rULXxsDoVa3VazRYPv5jHDHFlQCi8yc68BW8LAKYvCdyVDwzBiYKG1Vq95NsOqf=w2560-fcrop64=1,00005a57ffffa5a8-k-c0xffffffff-no-nd-rj","Cruelty free beauty! Subscribe for new videos every week!

For business inquiries: kelly@sparktalentgroup.com","Instagram","https://www.instagram.com/_kellygooch","My Merch!","https://teespring.com/stores/kelly-gooch-merch",,,,,,,,,,,,,"UCtaVEzJD90lyxwumMzwOQzQ","Mar 29, 2012","United States","Kelly Gooch","1451","54609508","https://www.youtube.com/channel/UCtaVEzJD90lyxwumMzwOQzQ","KellyGooch","https://www.youtube.com/@KellyGooch","false","false","170000","https://yt3.googleusercontent.com/ytc/AIdro_mzjFltt5MnGiS-V_PaTNVVdJY5ToM7LOnAM-lvFskDNeU=s160-c-k-c0x00ffffff-no-rj","https://yt3.googleusercontent.com/npjz8bry1rULXxsDoVa3VazRYPv5jHDHFlQCi8yc68BW8LAKYvCdyVDwzBiYKG1Vq95NsOqf=w2560-fcrop64=1,00005a57ffffa5a8-k-c0xffffffff-no-nd-rj","Cruelty free beauty! Subscribe for new videos every week!

For business inquiries: kelly@sparktalentgroup.com","Instagram","https://www.instagram.com/_kellygooch","My Merch!","https://teespring.com/stores/kelly-gooch-merch",,,,,,,,,,,,,"UCtaVEzJD90lyxwumMzwOQzQ","Mar 29, 2012","United States","Kelly Gooch","1451","54609508","https://www.youtube.com/channel/UCtaVEzJD90lyxwumMzwOQzQ","KellyGooch",,"10","2024-07-06T16:49:25.000Z",,"00:00:34",,"shorts","https://www.youtube.com/@KellyGooch/shorts","bBoEVmaz6Tc","https://www.youtube.com/@KellyGooch","https://www.youtube.com/@KellyGooch","false","false",,"649","170000","25","CHANNEL_SHORTS","https://www.youtube.com/@KellyGooch/about?ucbcb=1","https://www.youtube.com/@KellyGooch/about",,"Shop the @bkbeauty sale here: https://www.bkbeauty.com/collections/collabs from 7/3-7/8 and use code YT20 for 20% off all eligible brushes and brush sets! #bkbeautypartner #sponsored","https://i.ytimg.com/vi/bBoEVmaz6Tc/oar2.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLAdrLTTDha4xALpUfvz09OC3R0kEw","Why I stopped applying cream bronzer DIRECTLY to my cheeks","shorts","https://www.youtube.com/shorts/bBoEVmaz6Tc","12581"
"https://yt3.googleusercontent.com/ytc/AIdro_mzjFltt5MnGiS-V_PaTNVVdJY5ToM7LOnAM-lvFskDNeU=s160-c-k-c0x00ffffff-no-rj","https://yt3.googleusercontent.com/npjz8bry1rULXxsDoVa3VazRYPv5jHDHFlQCi8yc68BW8LAKYvCdyVDwzBiYKG1Vq95NsOqf=w2560-fcrop64=1,00005a57ffffa5a8-k-c0xffffffff-no-nd-rj","Cruelty free beauty! Subscribe for new videos every week!

For business inquiries: kelly@sparktalentgroup.com","Instagram","https://www.instagram.com/_kellygooch","My Merch!","https://teespring.com/stores/kelly-gooch-merch",,,,,,,,,,,,,"UCtaVEzJD90lyxwumMzwOQzQ","Mar 29, 2012","United States","Kelly Gooch","1451","54609508","https://www.youtube.com/channel/UCtaVEzJD90lyxwumMzwOQzQ","KellyGooch","https://www.youtube.com/@KellyGooch","false","false","170000","https://yt3.googleusercontent.com/ytc/AIdro_mzjFltt5MnGiS-V_PaTNVVdJY5ToM7LOnAM-lvFskDNeU=s160-c-k-c0x00ffffff-no-rj","https://yt3.googleusercontent.com/npjz8bry1rULXxsDoVa3VazRYPv5jHDHFlQCi8yc68BW8LAKYvCdyVDwzBiYKG1Vq95NsOqf=w2560-fcrop64=1,00005a57ffffa5a8-k-c0xffffffff-no-nd-rj","Cruelty free beauty! Subscribe for new videos every week!

For business inquiries: kelly@sparktalentgroup.com","Instagram","https://www.instagram.com/_kellygooch","My Merch!","https://teespring.com/stores/kelly-gooch-merch",,,,,,,,,,,,,"UCtaVEzJD90lyxwumMzwOQzQ","Mar 29, 2012","United States","Kelly Gooch","1451","54609508","https://www.youtube.com/channel/UCtaVEzJD90lyxwumMzwOQzQ","KellyGooch",,"39","2024-04-15T21:44:49.000Z",,"00:00:52",,"shorts","https://www.youtube.com/@KellyGooch/shorts","jBjrtAODeKU","https://www.youtube.com/@KellyGooch","https://www.youtube.com/@KellyGooch","false","false",,"1500","170000","33","CHANNEL_SHORTS","https://www.youtube.com/@KellyGooch/about?ucbcb=1","https://www.youtube.com/@KellyGooch/about",,,"https://i.ytimg.com/vi/jBjrtAODeKU/oar2.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLAj4J6dnsboYHo3lUNz3TVZbT--Dw","BROWN MASCARA SHOWDOWN","shorts","https://www.youtube.com/shorts/jBjrtAODeKU","23426"
"https://yt3.googleusercontent.com/ytc/AIdro_mzjFltt5MnGiS-V_PaTNVVdJY5ToM7LOnAM-lvFskDNeU=s160-c-k-c0x00ffffff-no-rj","https://yt3.googleusercontent.com/npjz8bry1rULXxsDoVa3VazRYPv5jHDHFlQCi8yc68BW8LAKYvCdyVDwzBiYKG1Vq95NsOqf=w2560-fcrop64=1,00005a57ffffa5a8-k-c0xffffffff-no-nd-rj","Cruelty free beauty! Subscribe for new videos every week!

For business inquiries: kelly@sparktalentgroup.com","Instagram","https://www.instagram.com/_kellygooch","My Merch!","https://teespring.com/stores/kelly-gooch-merch",,,,,,,,,,,,,"UCtaVEzJD90lyxwumMzwOQzQ","Mar 29, 2012","United States","Kelly Gooch","1451","54609508","https://www.youtube.com/channel/UCtaVEzJD90lyxwumMzwOQzQ","KellyGooch","https://www.youtube.com/@KellyGooch","false","false","170000","https://yt3.googleusercontent.com/ytc/AIdro_mzjFltt5MnGiS-V_PaTNVVdJY5ToM7LOnAM-lvFskDNeU=s160-c-k-c0x00ffffff-no-rj","https://yt3.googleusercontent.com/npjz8bry1rULXxsDoVa3VazRYPv5jHDHFlQCi8yc68BW8LAKYvCdyVDwzBiYKG1Vq95NsOqf=w2560-fcrop64=1,00005a57ffffa5a8-k-c0xffffffff-no-nd-rj","Cruelty free beauty! Subscribe for new videos every week!

For business inquiries: kelly@sparktalentgroup.com","Instagram","https://www.instagram.com/_kellygooch","My Merch!","https://teespring.com/stores/kelly-gooch-merch",,,,,,,,,,,,,"UCtaVEzJD90lyxwumMzwOQzQ","Mar 29, 2012","United States","Kelly Gooch","1451","54609508","https://www.youtube.com/channel/UCtaVEzJD90lyxwumMzwOQzQ","KellyGooch",,"12","2024-03-29T19:38:33.000Z",,"00:00:15",,"shorts","https://www.youtube.com/@KellyGooch/shorts","9yeD0eucIpg","https://www.youtube.com/@KellyGooch","https://www.youtube.com/@KellyGooch","false","false",,"438","170000","34","CHANNEL_SHORTS","https://www.youtube.com/@KellyGooch/about?ucbcb=1","https://www.youtube.com/@KellyGooch/about",,,"https://i.ytimg.com/vi/9yeD0eucIpg/oar2.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLCPGMSPQMkrd8uJ1Tf0npryRipZPA","KOSAS DREAM BEAM VS SUNLIT ☀️","shorts","https://www.youtube.com/shorts/9yeD0eucIpg","12614"
"https://yt3.googleusercontent.com/ytc/AIdro_mzjFltt5MnGiS-V_PaTNVVdJY5ToM7LOnAM-lvFskDNeU=s160-c-k-c0x00ffffff-no-rj","https://yt3.googleusercontent.com/npjz8bry1rULXxsDoVa3VazRYPv5jHDHFlQCi8yc68BW8LAKYvCdyVDwzBiYKG1Vq95NsOqf=w2560-fcrop64=1,00005a57ffffa5a8-k-c0xffffffff-no-nd-rj","Cruelty free beauty! Subscribe for new videos every week!

For business inquiries: kelly@sparktalentgroup.com","Instagram","https://www.instagram.com/_kellygooch","My Merch!","https://teespring.com/stores/kelly-gooch-merch",,,,,,,,,,,,,"UCtaVEzJD90lyxwumMzwOQzQ","Mar 29, 2012","United States","Kelly Gooch","1451","54609508","https://www.youtube.com/channel/UCtaVEzJD90lyxwumMzwOQzQ","KellyGooch","https://www.youtube.com/@KellyGooch","false","false","170000","https://yt3.googleusercontent.com/ytc/AIdro_mzjFltt5MnGiS-V_PaTNVVdJY5ToM7LOnAM-lvFskDNeU=s160-c-k-c0x00ffffff-no-rj","https://yt3.googleusercontent.com/npjz8bry1rULXxsDoVa3VazRYPv5jHDHFlQCi8yc68BW8LAKYvCdyVDwzBiYKG1Vq95NsOqf=w2560-fcrop64=1,00005a57ffffa5a8-k-c0xffffffff-no-nd-rj","Cruelty free beauty! Subscribe for new videos every week!

For business inquiries: kelly@sparktalentgroup.com","Instagram","https://www.instagram.com/_kellygooch","My Merch!","https://teespring.com/stores/kelly-gooch-merch",,,,,,,,,,,,,"UCtaVEzJD90lyxwumMzwOQzQ","Mar 29, 2012","United States","Kelly Gooch","1451","54609508","https://www.youtube.com/channel/UCtaVEzJD90lyxwumMzwOQzQ","KellyGooch",,"41","2024-03-06T22:23:33.000Z",,"00:00:36",,"shorts","https://www.youtube.com/@KellyGooch/shorts","NVDHZ6nxMys","https://www.youtube.com/@KellyGooch","https://www.youtube.com/@KellyGooch","false","false",,"1100","170000","37","CHANNEL_SHORTS","https://www.youtube.com/@KellyGooch/about?ucbcb=1","https://www.youtube.com/@KellyGooch/about",,,"https://i.ytimg.com/vi/NVDHZ6nxMys/oar2.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLBhFXcvW7jySr-Xt5nwJ7CNjfNzPA","Say goodbye to the ""Ulta Beauty 21 Days of Beauty"" sale","shorts","https://www.youtube.com/shorts/NVDHZ6nxMys","21527"
"https://yt3.googleusercontent.com/ytc/AIdro_mzjFltt5MnGiS-V_PaTNVVdJY5ToM7LOnAM-lvFskDNeU=s160-c-k-c0x00ffffff-no-rj","https://yt3.googleusercontent.com/npjz8bry1rULXxsDoVa3VazRYPv5jHDHFlQCi8yc68BW8LAKYvCdyVDwzBiYKG1Vq95NsOqf=w2560-fcrop64=1,00005a57ffffa5a8-k-c0xffffffff-no-nd-rj","Cruelty free beauty! Subscribe for new videos every week!

For business inquiries: kelly@sparktalentgroup.com","Instagram","https://www.instagram.com/_kellygooch","My Merch!","https://teespring.com/stores/kelly-gooch-merch",,,,,,,,,,,,,"UCtaVEzJD90lyxwumMzwOQzQ","Mar 29, 2012","United States","Kelly Gooch","1451","54609508","https://www.youtube.com/channel/UCtaVEzJD90lyxwumMzwOQzQ","KellyGooch","https://www.youtube.com/@KellyGooch","false","false","170000","https://yt3.googleusercontent.com/ytc/AIdro_mzjFltt5MnGiS-V_PaTNVVdJY5ToM7LOnAM-lvFskDNeU=s160-c-k-c0x00ffffff-no-rj","https://yt3.googleusercontent.com/npjz8bry1rULXxsDoVa3VazRYPv5jHDHFlQCi8yc68BW8LAKYvCdyVDwzBiYKG1Vq95NsOqf=w2560-fcrop64=1,00005a57ffffa5a8-k-c0xffffffff-no-nd-rj","Cruelty free beauty! Subscribe for new videos every week!

For business inquiries: kelly@sparktalentgroup.com","Instagram","https://www.instagram.com/_kellygooch","My Merch!","https://teespring.com/stores/kelly-gooch-merch",,,,,,,,,,,,,"UCtaVEzJD90lyxwumMzwOQzQ","Mar 29, 2012","United States","Kelly Gooch","1451","54609508","https://www.youtube.com/channel/UCtaVEzJD90lyxwumMzwOQzQ","KellyGooch",,"8","2024-03-07T16:17:15.000Z",,"00:00:40",,"shorts","https://www.youtube.com/@KellyGooch/shorts","WmdwVlj3MMc","https://www.youtube.com/@KellyGooch","https://www.youtube.com/@KellyGooch","false","false",,"669","170000","36","CHANNEL_SHORTS","https://www.youtube.com/@KellyGooch/about?ucbcb=1","https://www.youtube.com/@KellyGooch/about",,,"https://i.ytimg.com/vi/WmdwVlj3MMc/oar2.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLA4TuxpEZyPEvyLTfqgBBOJbuAOgg","ULTA SALE WEEK 1: What to get & what to skip!","shorts","https://www.youtube.com/shorts/WmdwVlj3MMc","12156"
"https://yt3.googleusercontent.com/ytc/AIdro_mzjFltt5MnGiS-V_PaTNVVdJY5ToM7LOnAM-lvFskDNeU=s160-c-k-c0x00ffffff-no-rj","https://yt3.googleusercontent.com/npjz8bry1rULXxsDoVa3VazRYPv5jHDHFlQCi8yc68BW8LAKYvCdyVDwzBiYKG1Vq95NsOqf=w2560-fcrop64=1,00005a57ffffa5a8-k-c0xffffffff-no-nd-rj","Cruelty free beauty! Subscribe for new videos every week!

For business inquiries: kelly@sparktalentgroup.com","Instagram","https://www.instagram.com/_kellygooch","My Merch!","https://teespring.com/stores/kelly-gooch-merch",,,,,,,,,,,,,"UCtaVEzJD90lyxwumMzwOQzQ","Mar 29, 2012","United States","Kelly Gooch","1451","54609508","https://www.youtube.com/channel/UCtaVEzJD90lyxwumMzwOQzQ","KellyGooch","https://www.youtube.com/@KellyGooch","false","false","170000","https://yt3.googleusercontent.com/ytc/AIdro_mzjFltt5MnGiS-V_PaTNVVdJY5ToM7LOnAM-lvFskDNeU=s160-c-k-c0x00ffffff-no-rj","https://yt3.googleusercontent.com/npjz8bry1rULXxsDoVa3VazRYPv5jHDHFlQCi8yc68BW8LAKYvCdyVDwzBiYKG1Vq95NsOqf=w2560-fcrop64=1,00005a57ffffa5a8-k-c0xffffffff-no-nd-rj","Cruelty free beauty! Subscribe for new videos every week!

For business inquiries: kelly@sparktalentgroup.com","Instagram","https://www.instagram.com/_kellygooch","My Merch!","https://teespring.com/stores/kelly-gooch-merch",,,,,,,,,,,,,"UCtaVEzJD90lyxwumMzwOQzQ","Mar 29, 2012","United States","Kelly Gooch","1451","54609508","https://www.youtube.com/channel/UCtaVEzJD90lyxwumMzwOQzQ","KellyGooch",,"17","2025-02-03T18:29:41.000Z",,"00:00:07",,"shorts","https://www.youtube.com/@KellyGooch/shorts","4Z78p-O6RTQ","https://www.youtube.com/@KellyGooch","https://www.youtube.com/@KellyGooch","false","false",,"378","170000","3","CHANNEL_SHORTS","https://www.youtube.com/@KellyGooch/about?ucbcb=1","https://www.youtube.com/@KellyGooch/about",,,"https://i.ytimg.com/vi/4Z78p-O6RTQ/oar2.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLApEDKgt3n1qWt2BXktrtk3dod1OQ","Waterline eyeliner vs no waterline🤔","shorts","https://www.youtube.com/shorts/4Z78p-O6RTQ","6812"
